id,name,full,team,pos,price,sel%,pts_25_26,mins,starts,ppg,g,a,xG,xA,xGI90,xGC90,cs,bonus,bps,defcon,defcon90,ict,joined,status,news,cop_next,pens,sp,fk,ep_next,born
409,Mukasa,Divine Mukasa,MCI,MID,4.5,0.1,2,25,0,1.0,0,0,0.0,0.21,0.76,1.22,0,0,5,1,3.6,3.7,,a,,,,,,1.0,
438,Fletcher,Tyler Fletcher,MUN,MID,4.5,0.3,2,17,0,1.0,0,0,0.0,0.01,0.05,1.75,0,0,6,2,10.59,0.3,2025-05-26,a,,,,,,1.0,2007-03-19
528,Scarlett,Dane Scarlett,TOT,FWD,4.5,1.7,2,7,0,1.0,0,0,0.0,0.01,0.13,0.39,0,0,5,1,12.86,0.7,2020-08-21,a,,,,,,1.0,2004-03-24
537,Seelt,Jenson Seelt,SUN,DEF,4.5,0.0,2,133,1,1.0,0,0,0.0,0.01,0.01,0.9,0,0,11,12,8.12,3.6,2023-07-01,a,,,,,,1.7,2003-05-23
50,Burrowes,Bradley Burrowes,AVL,MID,4.5,0.9,1,16,0,1.0,0,0,0.0,0.0,0.0,5.06,0,0,3,1,5.62,0.0,,a,,,,,,1.0,
83,Valdimarsson,Hákon Rafn Valdimarsson,BRE,GKP,4.5,0.1,1,90,1,1.0,0,0,0.0,0.0,0.0,0.97,0,0,1,0,0.0,1.3,2024-01-26,a,,,,,,1.9,2001-10-13
107,Furo,Kaye Furo,BRE,FWD,4.5,0.9,1,1,0,1.0,0,0,0.0,0.0,0.0,1.8,0,0,2,0,0.0,0.0,2026-01-11,a,,,,,,1.0,2007-02-06
134,Oriola,Nehemiah Oriola,BHA,MID,4.5,0.2,1,1,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,3,0,0.0,0.0,,a,,,,,,1.0,
163,D.Essugo,Dário Luís Essugo,CHE,MID,4.5,0.2,1,26,0,0.3,0,0,0.0,0.01,0.03,1.9,0,0,7,8,27.69,1.6,2025-06-02,a,,,,,,1.0,2005-03-14
169,Mheuka,Shumaira Mheuka,CHE,FWD,4.5,0.4,1,1,0,1.0,0,0,0.0,0.0,0.0,4.5,0,0,3,1,90.0,0.2,,a,,,,,,1.0,
437,Bendito Mantato,Bendito Mantato,MUN,MID,4.5,0.2,1,15,0,1.0,0,0,0.0,0.01,0.06,0.3,0,0,3,0,0.0,1.4,,a,,,,,,1.0,
466,Neave,Sean Neave,NEW,FWD,4.5,0.7,1,13,0,1.0,0,0,0.03,0.0,0.21,2.56,0,0,2,0,0.0,0.5,2025-02-07,a,,,,,,1.0,2007-05-27
524,Olusesi,Callum Olusesi,TOT,MID,4.5,0.9,1,14,0,1.0,0,0,0.0,0.01,0.06,4.82,0,0,3,2,12.86,0.2,,a,,,,,,1.0,
65,J.Araujo,Julián Araujo Zúñiga,BOU,DEF,4.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-13,a,,,,,,1.7,2001-08-13
92,Ji-soo,Kim Ji-soo,BRE,DEF,4.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-20,a,,,,,,1.7,2004-12-24
93,Schuster,Jannik Schuster,BRE,DEF,4.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-06-15,a,,,,,,1.7,2006-05-16
119,Costinha,João Pedro Loureiro da Costa,BHA,DEF,4.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-06-15,a,,,,,,1.7,2000-03-26
153,Disasi,Axel Disasi,CHE,DEF,4.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,88,0,0.0,2023-08-04,a,,,,,,1.7,1998-03-11
560,Penders,Mike Penders,CHE,GKP,4.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-27,a,,,,,,1.9,2005-07-31
561,Anselmino,Aaron Anselmino,CHE,DEF,4.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-08,a,,,,,,1.7,2005-04-29
110,Rushworth,Carl Rushworth,COV,GKP,4.5,0.8,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-08-04,a,,,,,,1.9,2001-07-02
172,Wilson,Ben Wilson,COV,GKP,4.5,0.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2019-07-01,a,,,,,,1.9,1992-08-09
189,Shepherd,George Shepherd,COV,MID,4.5,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,,a,,,,,,1.0,
191,Borges Rodrigues,Raphael Borges Rodrigues,COV,MID,4.5,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-07-01,a,,,,,,1.0,2003-09-11
192,Andrews,Kaine Andrews,COV,MID,4.5,0.7,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-08-11,a,,,,,,1.0,2006-08-06
197,Bassette,Norman Bassette,COV,FWD,4.5,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,,u,Has joined KVC Westerlo on loan for the rest of the season,0,,,,0.0,
207,Mingueza,Oscar Mingueza,CRY,DEF,4.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-09,a,,,,,,1.7,1999-05-13
228,King,Tom King,EVE,GKP,4.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-08-15,a,,,,,,1.9,1995-03-09
274,Butland,Jack Butland,HUL,GKP,4.5,1.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-02,a,,,,,,1.9,1993-03-10
288,Dowell,Kieran Dowell,HUL,MID,4.5,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-01-23,a,,,,,,1.0,1997-10-10
289,Crooks,Matt Crooks,HUL,MID,4.5,0.7,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-01-10,a,,,1,,,1.0,1994-01-20
290,Slater,Regan Slater,HUL,MID,4.5,1.9,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-01-27,a,,,,6,,1.0,1999-09-11
291,Matazo,Eliot Matazo,HUL,MID,4.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-01-23,i,Knee injury - Unknown return date,0,,,,0.0,2002-02-15
294,Zambrano,Óscar Zambrano,HUL,MID,4.5,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-21,i,Thigh injury - Unknown return date,0,,,,0.0,2004-04-20
297,Gyabi,Darko Gyabi,HUL,MID,4.5,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-09-01,i,Thigh injury - Unknown return date,0,,,,0.0,2004-02-18
298,Destan,Enis Destan,HUL,FWD,4.5,2.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-08-01,a,,,,,,1.0,2002-06-15
299,Burstow,Mason Burstow,HUL,FWD,4.5,0.7,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-16,u,Has joined Sheffield Wednesday on loan for the rest of the season,0,,,,0.0,2003-08-04
572,Tzolakis,Konstantinos Tzolakis,HUL,GKP,4.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-08-05,a,,,,,,1.9,2002-11-08
300,Walton,Christian Walton,IPS,GKP,4.5,0.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-01-19,a,,,,,,1.9,1995-11-09
312,Taylor,Jack Taylor,IPS,MID,4.5,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-06-26,i,Knee injury - Unknown return date,0,,,,0.0,1998-06-23
321,Walle Egeli,Sindre Walle Egeli,IPS,FWD,4.5,2.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-08-29,a,,,,,,1.0,2006-06-21
323,McAteer,Kasey McAteer,IPS,MID,4.5,1.7,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-08-22,a,,,,,,1.0,2001-11-22
554,Van Oevelen,Kayne van Oevelen,IPS,GKP,4.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-21,a,,,,,,1.9,2003-08-07
564,Scherpen,Kjell Scherpen,IPS,GKP,4.5,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-28,a,,,,,,1.9,2000-01-23
349,Mateo Joseph,Mateo Joseph Fernández-Regatillo,LEE,FWD,4.5,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-11-04,i,Knee injury - Unknown return date,0,,,,0.0,2003-10-19
378,McConnell,James McConnell,LIV,MID,4.5,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-18,a,,,,,,1.0,2004-09-13
382,Danns,Jayden Danns,LIV,FWD,4.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,,i,Unspecified injury - Unknown return date,0,,,,0.0,
386,Bettinelli,Marcus Bettinelli,MCI,GKP,4.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-06-10,a,,,,,,1.9,1992-05-24
396,Vitor Reis,Vitor de Oliveira Nunes dos Reis,MCI,DEF,4.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-01-21,a,,,,,,1.7,2006-01-12
441,Obi,Chido Obi,MUN,FWD,4.5,1.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-02-15,a,,,,,,1.0,2007-11-29
443,Gillespie,Mark Gillespie,NEW,GKP,4.5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2020-07-27,a,,,,,,1.9,1992-03-27
444,Jaouen,Ewen Jaouen,NEW,GKP,4.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-06-15,a,,,,,,1.9,2005-12-29
507,Phillips,Ashley Phillips,TOT,DEF,4.5,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-08-05,a,,,,,,1.7,2005-06-26
541,Meunier,Thomas Meunier,SUN,DEF,4.5,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-15,a,,,,,,1.7,1991-09-12
497,Dubravka,Martin Dubravka,TOT,GKP,4.0,24.0,96,3150,35,2.7,0,0,0.0,0.04,0.0,2.04,4,7,436,0,0.0,97.9,2026-07-01,a,,,,,,1.0,1989-01-15
259,Diop,Issa Diop,IPS,DEF,4.0,19.6,31,812,8,2.4,1,0,0.8,0.05,0.1,1.38,1,3,103,61,6.76,23.0,2026-07-22,a,,,,,,1.0,1997-01-09
539,O'Nien,Luke O'Nien,SUN,DEF,4.0,2.3,26,565,5,2.2,0,1,0.15,0.13,0.04,1.47,2,1,90,43,6.85,17.1,2018-07-30,a,,,,,,1.0,1994-11-21
508,Davies,Ben Davies,TOT,DEF,4.0,0.8,10,136,2,3.3,1,0,0.49,0.07,0.37,0.73,0,1,29,14,9.26,14.2,2014-07-23,a,,,,,,1.0,1993-04-24
352,Woodman,Freddie Woodman,LIV,GKP,4.0,1.2,6,212,2,2.0,0,0,0.0,0.0,0.0,2.02,0,0,34,0,0.0,8.4,2025-07-01,a,,,,,,1.0,1997-03-04
38,A.García,Andrés García,AVL,DEF,4.0,1.6,5,83,1,0.8,0,0,0.0,0.01,0.01,2.97,0,0,12,10,10.84,2.3,,a,,,,,,1.0,
66,Soler,Julio Soler Barreto,BOU,DEF,4.0,0.6,3,34,0,1.0,0,0,0.0,0.0,0.0,4.29,0,0,2,1,2.65,0.6,2025-01-07,a,,,,,,1.0,2005-02-16
477,Abbott,Zach Abbott,NFO,DEF,4.0,0.2,3,165,2,1.0,0,0,0.0,0.01,0.01,1.89,0,0,3,13,7.09,3.2,2022-08-22,a,,,,,,1.0,2006-05-13
511,Souza,João Victor de Souza Menezes,TOT,DEF,4.0,0.3,3,142,2,0.8,0,0,0.02,0.03,0.03,1.65,0,0,0,6,3.8,6.2,2026-01-22,a,,,,,,1.0,2006-06-16
451,A.Murphy,Alex Murphy,NEW,DEF,4.0,0.8,2,7,0,1.0,0,0,0.0,0.0,0.0,6.3,0,0,3,4,51.43,1.3,2023-07-19,a,,,,,,1.0,2004-06-25
425,Fredricson,Tyler Fredricson,MUN,DEF,4.0,0.1,1,2,0,1.0,0,0,0.0,0.0,0.0,13.5,0,0,4,2,90.0,0.4,2022-09-07,a,,,,,,1.0,2005-02-23
509,Byfield,Jun'ai Byfield,TOT,DEF,4.0,0.1,1,1,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,3,0,0.0,0.1,,a,,,,,,1.0,
510,Rowswell,James Rowswell,TOT,DEF,4.0,0.1,1,1,0,1.0,0,0,0.0,0.0,0.0,32.4,0,0,3,0,0.0,0.0,,a,,,,,,1.0,
540,Masuaku,Arthur Masuaku,SUN,DEF,4.0,1.4,1,125,2,0.3,0,0,0.07,0.08,0.11,1.5,0,0,4,10,7.2,4.9,2025-08-10,a,,,,,,1.0,1993-11-07
39,Nedeljkovic,Kosta Nedeljkovic,AVL,DEF,4.0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-01-22,a,,,,,,1.0,2005-12-16
58,Forster,Fraser Forster,BOU,GKP,4.0,3.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-01-02,a,,,,,,1.0,1988-03-17
59,Dennis,Will Dennis,BOU,GKP,4.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2019-08-01,a,,,,,,1.0,2000-07-10
111,Steele,Jason Steele,BHA,GKP,4.0,4.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2018-07-01,a,,,,,,1.0,1990-08-18
171,Dovin,Oliver Dovin,COV,GKP,4.0,2.8,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-07-19,a,,,,,,1.0,2002-07-11
173,Thomas,Bobby Thomas,COV,DEF,4.0,8.9,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-22,a,,,,,,1.0,2001-01-30
174,Kitching,Liam Kitching,COV,DEF,4.0,0.4,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-09-01,a,,,,,,1.0,1999-09-25
175,van Ewijk,Milan van Ewijk,COV,DEF,4.0,16.4,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-27,a,,,,,,1.0,2000-09-08
176,Dasilva,Jay Dasilva,COV,DEF,4.0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-01,a,,,,,,1.0,1998-04-22
177,Kesler-Hayden,Kaine Kesler-Hayden,COV,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-07-01,a,,,,,,1.0,2002-10-23
178,Bidwell,Jake Bidwell,COV,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-01-17,a,,,,,,1.0,1993-03-21
179,Latibeaudiere,Joel Latibeaudiere,COV,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-18,a,,,,,,1.0,2000-01-06
180,Woolfenden,Luke Woolfenden,COV,DEF,4.0,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-09-01,a,,,,,,1.0,1998-10-21
181,Brau,Miguel Brau,COV,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-07-01,a,,,,,,1.0,2001-12-27
182,Amenda,Aurèle Amenda,COV,DEF,4.0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-16,a,,,,,,1.0,2003-07-31
555,Matthews,Remi Matthews,CRY,GKP,4.0,1.7,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2021-07-13,a,,,,,,1.0,1994-02-10
235,Aznou,Adam Aznou,EVE,DEF,4.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-07-29,a,,,,,,1.0,2006-06-02
251,Lecomte,Benjamin Lecomte,FUL,GKP,4.0,1.4,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-07-26,a,,,,,,1.0,1991-04-26
252,McNally,Alfie McNally,FUL,GKP,4.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,,a,,,,,,1.0,
273,Phillips,Dillon Phillips,HUL,GKP,4.0,2.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-07-01,a,,,,,,1.0,1995-06-11
275,Cartwright,Harvey Cartwright,HUL,GKP,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2020-07-01,u,Has joined Grimsby Town on loan for the rest of the season,0,,,,0.0,2002-05-09
276,Lo-Tutala,Thimothée Lo-Tutala,HUL,GKP,4.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2023-07-01,a,,,,,,1.0,2003-02-13
277,Egan,John Egan,HUL,DEF,4.0,0.9,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-02-03,a,,,,,,1.0,1992-10-20
278,Hughes,Charlie Hughes,HUL,DEF,4.0,1.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-16,i,Groin injury - Unknown return date,0,,,,0.0,2003-10-16
279,Ajayi,Semi Ajayi,HUL,DEF,4.0,0.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-07-01,a,,,,,,1.0,1993-11-09
280,Coyle,Lewie Coyle,HUL,DEF,4.0,0.4,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2020-08-07,a,,,,,,1.0,1995-10-15
281,Drameh,Cody Drameh,HUL,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-07-23,a,,,,,,1.0,2001-12-08
282,Giles,Ryan Giles,HUL,DEF,4.0,0.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-06-27,a,,,,4,1,1.0,2000-01-26
283,Jacob,Matty Jacob,HUL,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2019-07-01,d,Hip injury - 75% chance of playing,75,,,,0.8,2001-06-03
284,McCarthy,Cathal McCarthy,HUL,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,,a,,,,,,1.0,
285,McNair,Paddy McNair,HUL,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-01-28,a,,,,,,1.0,1995-04-27
556,Targett,Matt Targett,HUL,DEF,4.0,2.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-23,a,,,,,,1.0,1995-09-18
301,Palmer,Alex Palmer,IPS,GKP,4.0,5.9,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-02-03,a,,,,,,1.0,1996-08-10
302,Button,David Button,IPS,GKP,4.0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-07-04,a,,,,,,1.0,1989-02-27
303,Kipré,Cédric Kipré,IPS,DEF,4.0,0.4,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2026-07-01,a,,,,,,1.0,1996-12-09
304,O'Shea,Dara O'Shea,IPS,DEF,4.0,1.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-08-25,a,,,,,,1.0,1999-03-04
305,Davis,Leif Davis,IPS,DEF,4.0,3.4,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-07-25,a,,,,6,2,1.0,1999-12-31
306,Greaves,Jacob Greaves,IPS,DEF,4.0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-07-12,a,,,,,,1.0,2000-09-12
307,Johnson,Ben Johnson,IPS,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-07-01,a,,,,,,1.0,2000-01-24
308,Furlong,Darnell Furlong,IPS,DEF,4.0,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-08-28,a,,,,,,1.0,1995-10-31
353,Pecsi,Armin Pecsi,LIV,GKP,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,,a,,,,,,1.0,
354,Jaros,Vitezslav Jaros,LIV,GKP,4.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2019-07-10,i,Knee injury - Unknown return date,0,,,,0.0,2001-07-23
355,Davies,Harvey Davies,LIV,GKP,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2021-03-09,a,,,,,,1.0,2003-09-03
361,Lucky,Wellity Lucky,LIV,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,,a,,,,,,1.0,
363,Leoni,Giovanni Leoni,LIV,DEF,4.0,0.1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-08-15,i,Knee injury - Unknown return date,0,,,,0.0,2006-12-21
365,Ramsay,Calvin Ramsay,LIV,DEF,4.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-06-19,a,,,,,,1.0,2003-07-31
414,Heaton,Tom Heaton,MUN,GKP,4.0,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2021-07-02,a,,,,,,1.0,1986-04-15
424,Amass,Harry Amass,MUN,DEF,4.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-04-06,a,,,,,,1.0,2007-03-16
476,O.Richards,Omar Richards,NFO,DEF,4.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2022-07-10,a,,,,,,1.0,1998-02-15
479,Bindon,Tyler Bindon,NFO,DEF,4.0,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2025-02-03,a,,,,,,1.0,2005-01-27
495,Austin,Brandon Austin,TOT,GKP,4.0,0.6,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2017-07-22,a,,,,,,1.0,1999-01-08
530,Patterson,Anthony Patterson,SUN,GKP,4.0,1.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2018-10-09,a,,,,,,1.0,2000-05-10
538,Hjelde,Leo Fuhr Hjelde,SUN,DEF,4.0,0.3,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2024-01-30,a,,,,,,1.0,2003-08-26
