id,name,full_name,team,team_id,pos,pos_id,price,proj_gw,proj_6gw,proj_by_gw,mins_proj,value,sel_pct,pts_last,mins_last,ppg_last,goals_last,assists_last,xgi90_last,defcon_last,cs_last,bonus_last,status,news,chance,joined,is_new,pens,corners,fk,fdr6,cs_rate,note,pts_now,mins_now,starts_now,games_now,xg90,xa90,dc90,start_rate,start_by_gw,play_by_gw,mins_by_gw,availability_by_gw,availability_source,availability_confidence,evidence,seasons
656,Mfuni,Stephen Mfuni,COV,7,DEF,2,4.0,1.005,6.03,"[0.0, 0.0, 0.0, 0.0, 0.914, 0.918, 0.946, 1.081, 1.184, 0.987]",33,1.5075,0.1,0,0,0.0,0,0,0,0,0,0,a,,,2026-08-30,True,,,,15,0.198,,0,0,0,4,0.0296,0.0302,4.16,0.36,"[0.0, 0.0, 0.0, 0.0, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36]","[0.0, 0.0, 0.0, 0.0, 0.488, 0.488, 0.488, 0.488, 0.488, 0.488]","[0.0, 0.0, 0.0, 0.0, 33.2, 33.2, 33.2, 33.2, 33.2, 33.2]","[None, None, None, None, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.36, 'p_play': 0.488, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 83.5, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.36, 'p_play': 0.488, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 83.5, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.36, 'p_play': 0.488, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 83.5, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.36, 'p_play': 0.488, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 83.5, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.36, 'p_play': 0.488, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 83.5, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.36, 'p_play': 0.488, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 83.5, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}]",model baseline,model,0.0,0
247,Hackney,Hayden Hackney,EVE,9,MID,3,5.5,0.995,5.97,"[0.0, 0.0, 0.0, 0.0, 1.083, 1.006, 0.981, 0.846, 0.941, 1.116]",22,1.0855,0.2,0,0,0.0,0,0,0,0,0,0,a,,100,2026-07-02,True,,3,,18,0.36,FPL set-piece listing — corners: order 3.,9,136,1,4,0.1071,0.087,5.466,0.219,"[0.0, 0.0, 0.0, 0.0, 0.219, 0.219, 0.219, 0.219, 0.219, 0.219]","[0.0, 0.0, 0.0, 0.0, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375]","[0.0, 0.0, 0.0, 0.0, 21.7, 21.7, 21.7, 21.7, 21.7, 21.7]","[None, None, None, None, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.219183, 'p_play': 0.375346, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 81.4, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.219183, 'p_play': 0.375346, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 81.4, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.219183, 'p_play': 0.375346, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 81.4, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.219183, 'p_play': 0.375346, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 81.4, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.219183, 'p_play': 0.375346, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 81.4, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.219183, 'p_play': 0.375346, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 81.4, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}]",model baseline,model,0.0,0
594,David,Promise David,BHA,5,FWD,4,6.0,0.988,5.93,"[0.0, 0.0, 0.0, 0.0, 0.883, 0.978, 1.105, 0.988, 0.91, 1.071]",20,0.9883,0.2,0,0,0.0,0,0,0,0,0,0,a,,,2026-08-18,True,2,,,22,0.236,FPL set-piece listing — penalties: order 2.,1,23,0,4,0.3253,0.0482,2.85,0.188,"[0.0, 0.0, 0.0, 0.0, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188]","[0.0, 0.0, 0.0, 0.0, 0.35, 0.35, 0.35, 0.35, 0.35, 0.35]","[0.0, 0.0, 0.0, 0.0, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5]","[None, None, None, None, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.18809, 'p_play': 0.350472, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.18809, 'p_play': 0.350472, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.18809, 'p_play': 0.350472, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.18809, 'p_play': 0.350472, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.18809, 'p_play': 0.350472, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.18809, 'p_play': 0.350472, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}]",model baseline,model,0.0,0
422,Mazraoui,Noussair Mazraoui,MUN,16,DEF,2,4.4,0.987,5.92,"[0.0, 0.0, 0.0, 0.0, 0.995, 1.091, 0.936, 1.011, 0.875, 1.013]",24,1.3455,0.5,53,977,1.39,0,0,0.05,94,5,6,a,,,2024-08-13,False,,,,19,0.259,,3,97,1,4,0.0228,0.0491,7.817,0.238,"[0.0, 0.0, 0.0, 0.0, 0.238, 0.238, 0.238, 0.238, 0.238, 0.238]","[0.0, 0.0, 0.0, 0.0, 0.39, 0.39, 0.39, 0.39, 0.39, 0.39]","[0.0, 0.0, 0.0, 0.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0]","[None, None, None, None, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.237556, 'p_play': 0.390044, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 84.9, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.237556, 'p_play': 0.390044, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 84.9, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.237556, 'p_play': 0.390044, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 84.9, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.237556, 'p_play': 0.390044, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 84.9, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.237556, 'p_play': 0.390044, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 84.9, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.237556, 'p_play': 0.390044, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 84.9, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}]",model baseline,model,0.9,2
535,Alderete,Omar Alderete,SUN,20,DEF,2,4.9,0.987,5.92,"[0.0, 0.0, 0.0, 0.0, 0.803, 0.954, 0.92, 1.018, 1.263, 0.965]",22,1.2082,0.3,125,2797,3.29,1,1,0.081,312,10,5,a,,100,2025-08-12,False,,,,18,0.302,,1,23,0,4,0.05,0.0314,9.088,0.21,"[0.0, 0.0, 0.0, 0.0, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21]","[0.0, 0.0, 0.0, 0.0, 0.368, 0.368, 0.368, 0.368, 0.368, 0.368]","[0.0, 0.0, 0.0, 0.0, 22.2, 22.2, 22.2, 22.2, 22.2, 22.2]","[None, None, None, None, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.210111, 'p_play': 0.368089, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.210111, 'p_play': 0.368089, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.210111, 'p_play': 0.368089, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.210111, 'p_play': 0.368089, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.210111, 'p_play': 0.368089, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.210111, 'p_play': 0.368089, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}]",model baseline,model,0.89,1
137,Tzimas,Stefanos Tzimas,BHA,5,FWD,4,5.4,0.982,5.89,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.144, 1.281, 1.154, 1.069, 1.245]",0,1.0907,0.0,16,132,0.42,1,1,0.375,15,0,0,i,Knee injury - Unknown return date,0,2025-02-03,False,,,,22,0.236,,0,0,0,4,0.284,0.0421,2.565,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.252, 0.252, 0.252, 0.252, 0.252]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.402, 0.402, 0.402, 0.402, 0.402]","[0.0, 0.0, 0.0, 0.0, 0.0, 24.4, 24.4, 24.4, 24.4, 24.4]","[None, None, None, None, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.0, 'p_play': 0.0, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.0, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.252, 'p_play': 0.4016, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.252, 'p_play': 0.4016, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.252, 'p_play': 0.4016, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.252, 'p_play': 0.4016, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.252, 'p_play': 0.4016, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 82.0, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}]",model baseline,model,0.0,0
108,Wilson,Callum Wilson,BRE,4,FWD,4,5.5,0.973,5.84,"[0.0, 0.0, 0.0, 0.0, 1.027, 0.931, 0.978, 0.995, 0.979, 0.93]",15,1.0618,0.3,80,1234,2.11,7,2,0.594,41,1,7,a,,,2026-07-09,True,,,,20,0.257,,3,13,0,4,0.5709,0.0536,3.712,0.115,"[0.0, 0.0, 0.0, 0.0, 0.115, 0.115, 0.115, 0.115, 0.115, 0.115]","[0.0, 0.0, 0.0, 0.0, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292]","[0.0, 0.0, 0.0, 0.0, 14.7, 14.7, 14.7, 14.7, 14.7, 14.7]","[None, None, None, None, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115398, 'p_play': 0.292318, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115398, 'p_play': 0.292318, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115398, 'p_play': 0.292318, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115398, 'p_play': 0.292318, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115398, 'p_play': 0.292318, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115398, 'p_play': 0.292318, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}]",model baseline,model,0.89,3
162,Andrey Santos,Andrey Nascimento dos Santos,MUN,16,MID,3,4.8,0.965,5.79,"[0.0, 0.0, 0.0, 0.0, 0.941, 1.029, 0.925, 0.984, 0.934, 0.981]",19,1.2063,0.6,47,1247,1.24,1,0,0.208,129,1,3,a,,,2026-07-13,True,,,,19,0.259,,4,82,1,4,0.1475,0.0807,8.837,0.166,"[0.0, 0.0, 0.0, 0.0, 0.166, 0.166, 0.166, 0.166, 0.166, 0.166]","[0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.333, 0.333, 0.333, 0.333]","[0.0, 0.0, 0.0, 0.0, 18.6, 18.6, 18.6, 18.6, 18.6, 18.6]","[None, None, None, None, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.166077, 'p_play': 0.332862, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.166077, 'p_play': 0.332862, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.166077, 'p_play': 0.332862, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.166077, 'p_play': 0.332862, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.166077, 'p_play': 0.332862, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.166077, 'p_play': 0.332862, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 87.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}]",model baseline,model,0.79,1
347,Nmecha,Lukas Nmecha,LEE,13,FWD,4,5.4,0.958,5.75,"[0.0, 0.0, 0.0, 0.0, 1.055, 0.755, 1.013, 0.908, 0.944, 1.079]",15,1.0648,0.5,73,1065,1.92,6,1,0.746,57,3,8,a,,,2025-07-01,False,2,,,21,0.273,FPL set-piece listing — penalties: order 2.,6,50,0,4,0.5699,0.1136,4.443,0.115,"[0.0, 0.0, 0.0, 0.0, 0.115, 0.115, 0.115, 0.115, 0.115, 0.115]","[0.0, 0.0, 0.0, 0.0, 0.292, 0.292, 0.292, 0.292, 0.292, 0.292]","[0.0, 0.0, 0.0, 0.0, 14.7, 14.7, 14.7, 14.7, 14.7, 14.7]","[None, None, None, None, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115303, 'p_play': 0.292242, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115303, 'p_play': 0.292242, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115303, 'p_play': 0.292242, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115303, 'p_play': 0.292242, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115303, 'p_play': 0.292242, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.115303, 'p_play': 0.292242, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.1, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}]",model baseline,model,0.76,1
543,Diarra,Habib Diarra,SUN,20,MID,3,5.4,0.943,5.66,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.115, 1.068, 1.12, 1.227, 1.13]",0,1.0481,0.0,65,1403,1.71,2,6,0.264,79,5,3,i,Hamstring injury - Unknown return date,0,2025-07-01,False,1,,,18,0.302,FPL set-piece listing — penalties: order 1.,5,28,0,4,0.1995,0.0723,6.96,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.232, 0.232, 0.232, 0.232, 0.232]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.386, 0.386, 0.386, 0.386, 0.386]","[0.0, 0.0, 0.0, 0.0, 0.0, 24.6, 24.6, 24.6, 24.6, 24.6]","[None, None, None, None, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.0, 'p_play': 0.0, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.0, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.232288, 'p_play': 0.385831, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.232288, 'p_play': 0.385831, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.232288, 'p_play': 0.385831, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.232288, 'p_play': 0.385831, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}, {'source': 'model baseline', 'confidence': 'model', 'note': '', 'fixtures': 1, 'p_start': 0.232288, 'p_play': 0.385831, 'probability_basis': 'per fixture; independent across fixtures', 'p_cameo': 0.2, 'start_minutes': 89.2, 'cameo_minutes': 25.0, 'last_updated': None, 'from_gw': None, 'through_gw': None, 'generation_rule': None}]",model baseline,model,0.81,1
