id,name,full_name,team,team_id,pos,pos_id,price,proj_gw,proj_6gw,proj_by_gw,mins_proj,value,sel_pct,pts_last,mins_last,ppg_last,goals_last,assists_last,xgi90_last,defcon_last,cs_last,bonus_last,status,news,joined,is_new,pens,corners,fk,fdr6,cs_rate,note
16,Madueke,Noni Madueke,ARS,1,MID,3,6.5,2.506,15.04,"[2.826, 2.197, 2.379, 2.403, 2.403, 2.826]",43,0.3855,0.4,72,1205,2.8,3,1,0.3,70,8,9,a,,2025-07-18,False,,7,,18,0.491,
97,Jensen,Mathias Jensen,BRE,4,MID,3,5.5,2.505,15.03,"[2.63, 2.445, 2.837, 2.445, 2.423, 2.254]",56,0.4555,0.1,98,2239,2.7,3,2,0.33,220,9,1,a,,2019-07-10,False,3,5,2,19,0.232,
233,Mykolenko,Vitalii Mykolenko,EVE,9,DEF,2,4.5,2.502,15.01,"[2.59, 2.339, 2.336, 2.339, 2.845, 2.564]",73,0.5561,1.3,95,2959,2.9,0,1,0.08,231,9,2,a,,2022-01-01,False,,,,17,0.224,
34,Pau,Pau Torres,AVL,2,DEF,2,4.5,2.494,14.97,"[2.372, 2.364, 2.605, 2.626, 2.372, 2.626]",62,0.5543,0.2,64,1673,3.0,0,2,0.09,112,5,2,a,,2023-07-12,False,,,,18,0.245,
10,White,Benjamin White,ARS,1,DEF,2,5.5,2.476,14.85,"[2.917, 2.059, 2.32, 2.32, 2.32, 2.917]",42,0.4501,0.3,45,699,3.8,0,1,0.15,53,5,3,a,,2021-07-30,False,,,,18,0.491,
286,Belloumi,Mohamed Belloumi,HUL,11,MID,3,5.0,2.468,14.81,"[2.38, 2.615, 2.614, 2.187, 2.401, 2.614]",75,0.4937,0.6,0,0,0.0,0,0,0,0,0,0,a,,2024-08-30,False,,5,2,19,0.174,
287,Millar,Liam Millar,HUL,11,MID,3,5.0,2.468,14.81,"[2.38, 2.615, 2.614, 2.187, 2.401, 2.614]",75,0.4937,0.1,0,0,0.0,0,0,0,0,0,0,a,,2024-08-09,False,,,,19,0.174,
292,Ömür,Abdülkadir Ömür,HUL,11,MID,3,5.0,2.468,14.81,"[2.38, 2.615, 2.614, 2.187, 2.401, 2.614]",75,0.4937,0.0,0,0,0.0,0,0,0,0,0,0,a,,2024-02-01,False,,,,19,0.174,
293,Kamara,Abu Kamara,HUL,11,MID,3,5.0,2.468,14.81,"[2.38, 2.615, 2.614, 2.187, 2.401, 2.614]",75,0.4937,0.1,0,0,0.0,0,0,0,0,0,0,a,,2024-08-30,False,,,,19,0.174,
296,Akintola,David Akintola,HUL,11,MID,3,5.0,2.468,14.81,"[2.38, 2.615, 2.614, 2.187, 2.401, 2.614]",75,0.4937,0.0,0,0,0.0,0,0,0,0,0,0,a,,2025-08-15,False,,,,19,0.174,
563,Morita,Hidemasa Morita,HUL,11,MID,3,5.0,2.468,14.81,"[2.38, 2.615, 2.614, 2.187, 2.401, 2.614]",75,0.4937,0.1,0,0,0.0,0,0,0,0,0,0,a,,2026-07-24,True,,,,19,0.174,
372,Mac Allister,Alexis Mac Allister,LIV,14,MID,3,5.5,2.468,14.81,"[2.343, 2.528, 2.534, 2.735, 2.343, 2.321]",59,0.4487,1.9,108,2654,2.9,2,5,0.19,229,7,9,a,,2023-06-14,False,5,,,17,0.307,
570,Palacios,César Palacios,FUL,10,MID,3,5.5,2.463,14.78,"[2.413, 2.434, 2.652, 2.215, 2.413, 2.653]",75,0.4479,0.0,0,0,0.0,0,0,0,0,0,0,a,,2026-08-03,True,,,,20,0.247,
449,Hall,Lewis Hall,NEW,17,DEF,2,5.0,2.457,14.74,"[2.306, 2.317, 2.53, 2.317, 2.755, 2.519]",65,0.4915,4.1,79,2176,2.6,1,2,0.15,173,4,4,a,,2024-07-01,False,,5,1,17,0.259,
514,Tel,Mathys Tel,TOT,19,MID,3,6.0,2.448,14.69,"[2.35, 2.753, 2.35, 2.54, 2.54, 2.154]",45,0.4079,0.4,78,1334,2.5,4,2,0.33,111,3,7,a,,2025-07-01,False,,9,,18,0.239,
358,Kerkez,Milos Kerkez,LIV,14,DEF,2,5.5,2.447,14.68,"[2.287, 2.531, 2.513, 2.783, 2.287, 2.278]",61,0.4448,5.7,85,2251,2.5,2,1,0.09,134,6,4,a,,2025-06-26,False,,,,17,0.307,
440,Zirkzee,Joshua Zirkzee,MUN,16,FWD,4,5.5,2.441,14.64,"[2.51, 2.719, 2.311, 2.288, 2.311, 2.504]",43,0.4438,0.7,42,607,1.8,2,1,0.46,44,2,6,a,,2024-07-17,False,,,,17,0.283,
256,Tete,Kenny Tete,FUL,10,DEF,2,4.5,2.426,14.55,"[2.383, 2.389, 2.621, 2.178, 2.383, 2.6]",57,0.5391,0.2,81,1791,3.7,1,0,0.12,165,6,5,a,,2020-09-10,False,,,,20,0.247,
393,Khusanov,Abdukodir Khusanov,MCI,15,DEF,2,5.5,2.41,14.46,"[2.52, 2.28, 2.765, 2.064, 2.765, 2.064]",49,0.4381,2.0,67,1427,3.2,0,0,0.12,123,6,3,a,,2025-01-20,False,,,,18,0.312,
209,Johnson,Brennan Johnson,CRY,8,MID,3,6.0,2.395,14.37,"[2.301, 2.278, 2.301, 2.7, 2.301, 2.489]",58,0.3991,0.2,65,1710,1.9,2,1,0.2,121,6,2,a,,2026-01-02,False,,,2,18,0.253,
87,Ajer,Kristoffer Ajer,BRE,4,DEF,2,4.5,2.387,14.32,"[2.516, 2.318, 2.719, 2.318, 2.313, 2.138]",56,0.5305,1.5,76,1805,2.8,0,2,0.07,192,5,1,a,,2021-07-21,False,,,,19,0.232,
392,Aït-Nouri,Rayan Aït-Nouri,MCI,15,DEF,2,5.5,2.38,14.28,"[2.494, 2.247, 2.749, 2.02, 2.749, 2.02]",43,0.4327,1.0,60,971,3.5,0,2,0.24,67,5,9,a,,2025-06-09,False,,,,18,0.312,
490,Wood,Chris Wood,NFO,18,FWD,4,6.0,2.38,14.28,"[2.683, 2.084, 2.47, 2.084, 2.683, 2.28]",54,0.3967,1.8,41,896,2.7,3,0,0.46,29,2,4,a,,2023-07-01,False,1,,,18,0.232,
362,Jacquet,Jeremy Jacquet,LIV,14,DEF,2,5.0,2.367,14.2,"[2.191, 2.462, 2.432, 2.735, 2.191, 2.189]",55,0.4733,1.9,0,0,0.0,0,0,0,0,0,0,a,,2026-07-01,True,,,,17,0.307,
364,Tsimikas,Kostas Tsimikas,LIV,14,DEF,2,5.0,2.367,14.2,"[2.191, 2.462, 2.432, 2.735, 2.191, 2.189]",55,0.4733,0.1,0,0,0.0,0,0,0,0,0,0,a,,2020-08-10,False,,,,17,0.307,
33,Mings,Tyrone Mings,AVL,2,DEF,2,4.5,2.364,14.18,"[2.26, 2.251, 2.461, 2.475, 2.26, 2.475]",59,0.5253,0.2,50,1322,2.9,0,1,0.12,107,3,4,a,,2019-07-08,False,,,,18,0.245,
377,Munoz,Victor Munoz,LIV,14,MID,3,6.5,2.354,14.12,"[2.222, 2.42, 2.421, 2.637, 2.222, 2.202]",49,0.3621,0.8,0,0,0.0,0,0,0,0,0,0,a,,2026-06-18,True,,,,17,0.307,
91,Pinnock,Ethan Pinnock,BRE,4,DEF,2,4.5,2.343,14.06,"[2.516, 2.25, 2.787, 2.25, 2.245, 2.01]",64,0.5207,0.1,14,318,3.5,0,0,0.02,42,1,2,a,,2019-07-02,False,,,,19,0.232,
92,Ji-soo,Kim Ji-soo,BRE,4,DEF,2,4.5,2.343,14.06,"[2.516, 2.25, 2.787, 2.25, 2.245, 2.01]",64,0.5207,0.0,0,0,0.0,0,0,0,0,0,0,a,,2023-07-20,False,,,,19,0.232,
93,Schuster,Jannik Schuster,BRE,4,DEF,2,4.5,2.343,14.06,"[2.516, 2.25, 2.787, 2.25, 2.245, 2.01]",64,0.5207,0.1,0,0,0.0,0,0,0,0,0,0,a,,2026-06-15,True,,,,19,0.232,
108,Wilson,Callum Wilson,BRE,4,FWD,4,5.5,2.336,14.02,"[2.464, 2.274, 2.676, 2.274, 2.251, 2.078]",46,0.4248,0.4,0,0,0.0,0,0,0,41,0,0,a,,2026-07-09,True,,,,19,0.232,
144,Gusto,Malo Gusto,CHE,6,DEF,2,5.0,2.326,13.96,"[2.199, 2.682, 1.759, 2.682, 2.199, 2.436]",53,0.4652,1.1,96,2255,2.8,2,3,0.18,126,7,7,a,,2023-01-28,False,,,,18,0.254,
333,Bornauw,Sebastiaan Bornauw,LEE,13,DEF,2,4.5,2.321,13.93,"[2.224, 2.488, 2.224, 2.756, 2.488, 1.748]",64,0.5158,0.0,25,429,2.1,0,0,0.04,49,2,0,a,,2025-07-01,False,,,,19,0.232,
420,Yoro,Leny Yoro,MUN,16,DEF,2,5.0,2.313,13.88,"[2.366, 2.558, 2.199, 2.187, 2.199, 2.373]",62,0.4627,0.7,56,1730,1.8,0,1,0.1,156,2,1,a,,2024-07-19,False,,,,17,0.283,
124,Groß,Pascal Groß,BHA,5,MID,3,5.5,2.312,13.87,"[2.4, 2.042, 2.596, 2.406, 2.203, 2.224]",47,0.4203,8.4,78,1636,4.1,1,6,0.3,145,6,10,a,,2026-01-02,False,1,5,,18,0.271,On penalties for Brighton in pre-season
254,Robinson,Antonee Robinson,FUL,10,DEF,2,4.5,2.312,13.87,"[2.271, 2.279, 2.489, 2.085, 2.271, 2.474]",56,0.5137,2.7,65,1487,3.0,1,0,0.16,136,4,7,a,,2020-08-20,False,1,,,20,0.247,
136,Welbeck,Danny Welbeck,CHE,6,FWD,4,6.0,2.301,13.81,"[2.204, 2.593, 1.825, 2.593, 2.204, 2.388]",32,0.3835,2.7,126,2249,3.4,13,1,0.55,112,10,18,a,,2026-08-01,True,,,,18,0.254,Surprise Chelsea signing at 35; squad role behind Joao Pedro
470,Morato,Felipe Rodrigues da Silva,NFO,18,DEF,2,5.0,2.293,13.76,"[2.54, 2.052, 2.369, 2.052, 2.54, 2.207]",55,0.4586,0.1,53,1340,2.5,1,0,0.1,144,2,1,a,,2024-08-30,False,,,,18,0.232,
415,Dorgu,Patrick Dorgu,MUN,16,MID,3,6.0,2.288,13.73,"[2.352, 2.547, 2.167, 2.146, 2.167, 2.346]",37,0.3813,1.8,95,1440,3.7,4,4,0.27,98,4,11,a,,2025-02-02,False,,,,17,0.283,
36,Maatsen,Ian Maatsen,AVL,2,DEF,2,4.5,2.287,13.72,"[2.196, 2.184, 2.378, 2.385, 2.196, 2.385]",62,0.5083,0.6,54,1590,1.8,0,1,0.21,128,2,1,a,,2024-06-28,False,,,,18,0.245,
501,Danso,Kevin Danso,TOT,19,DEF,2,5.0,2.28,13.68,"[2.195, 2.524, 2.195, 2.358, 2.358, 2.048]",53,0.456,0.2,63,1489,2.6,0,0,0.06,192,4,1,a,,2025-07-01,False,,,,18,0.239,
566,Silva,António João Pereira de Albuquerque Tavares da Silva,BOU,3,DEF,2,5.0,2.27,13.62,"[1.806, 2.579, 2.302, 2.579, 2.298, 2.054]",64,0.454,0.1,0,0,0.0,0,0,0,0,0,0,a,,2026-08-01,True,,,,22,0.227,
102,Yarmoliuk,Yehor Yarmoliuk,BRE,4,MID,3,5.0,2.261,13.57,"[2.352, 2.217, 2.503, 2.217, 2.201, 2.077]",56,0.4522,1.5,104,2652,2.8,1,3,0.09,338,8,1,a,,2022-10-28,False,,,,19,0.232,
486,McAtee,James McAtee,NFO,18,MID,3,5.5,2.242,13.45,"[2.54, 1.949, 2.331, 1.949, 2.54, 2.141]",60,0.4076,0.1,17,288,1.2,0,1,0.18,32,0,0,a,,2025-08-16,False,,,,18,0.232,
110,Rushworth,Carl Rushworth,COV,7,GKP,1,4.5,2.238,13.43,"[1.84, 2.678, 1.84, 2.678, 2.121, 2.678]",83,0.4973,0.8,0,0,0.0,0,0,0,0,0,0,a,,2026-08-04,True,,,,19,0.174,
172,Wilson,Ben Wilson,COV,7,GKP,1,4.5,2.238,13.43,"[1.84, 2.678, 1.84, 2.678, 2.121, 2.678]",83,0.4973,0.6,0,0,0.0,0,0,0,0,0,0,a,,2019-07-01,False,,,,19,0.174,
137,Tzimas,Stefanos Tzimas,BHA,5,FWD,4,5.5,2.231,13.38,"[2.32, 1.957, 2.52, 2.326, 2.12, 2.141]",50,0.4056,0.0,16,132,1.8,1,1,0.38,15,0,0,d,Knee injury - 75% chance of playing,2025-02-03,False,,,,18,0.271,
89,Henry,Rico Henry,BRE,4,DEF,2,4.5,2.227,13.36,"[2.381, 2.145, 2.625, 2.145, 2.137, 1.928]",55,0.4948,0.2,52,1322,2.1,0,2,0.05,68,4,0,a,,2016-08-31,False,,,,19,0.232,
431,Amad,Amad Diallo,MUN,16,MID,3,6.0,2.224,13.34,"[2.284, 2.466, 2.111, 2.091, 2.111, 2.279]",54,0.3706,1.5,91,2339,2.8,2,5,0.39,198,6,7,a,,2021-01-07,False,,6,,17,0.283,
274,Butland,Jack Butland,HUL,11,GKP,1,4.5,2.215,13.29,"[2.123, 2.364, 2.4, 1.879, 2.121, 2.4]",83,0.4922,1.0,0,0,0.0,0,0,0,0,0,0,a,,2026-07-02,True,,,,19,0.174,
572,Tzolakis,Konstantinos Tzolakis,HUL,11,GKP,1,4.5,2.215,13.29,"[2.123, 2.364, 2.4, 1.879, 2.121, 2.4]",83,0.4922,0.0,0,0,0.0,0,0,0,0,0,0,a,,2026-08-05,True,,,,19,0.174,
37,Lindelöf,Victor Lindelöf,AVL,2,DEF,2,4.5,2.199,13.19,"[2.104, 2.089, 2.296, 2.301, 2.104, 2.301]",59,0.4887,0.2,29,942,1.7,0,1,0.04,54,1,0,a,,2025-09-01,False,,,,18,0.245,
565,Sangaré,Mamadou Sangaré,BRE,4,MID,3,5.5,2.191,13.15,"[2.317, 2.129, 2.523, 2.129, 2.11, 1.94]",49,0.3984,1.0,0,0,0.0,0,0,0,0,0,0,a,,2026-08-01,True,,,,19,0.232,
255,J.Cuenca,Jorge Cuenca Barreno,FUL,10,DEF,2,4.5,2.171,13.03,"[2.142, 2.147, 2.3, 2.007, 2.142, 2.288]",55,0.4825,0.0,39,935,2.6,0,0,0.05,117,2,1,a,,2024-08-03,False,,,,20,0.247,
42,Guessand,Evann Guessand,AVL,2,MID,3,5.5,2.159,12.95,"[2.079, 2.06, 2.248, 2.243, 2.079, 2.243]",44,0.3925,0.0,44,909,2.1,1,3,0.23,83,2,0,a,,2025-08-08,False,,,,18,0.245,
265,Berge,Sander Berge,FUL,10,MID,3,5.0,2.142,12.85,"[2.104, 2.123, 2.279, 1.961, 2.104, 2.284]",70,0.4285,0.4,91,2904,2.6,0,3,0.1,280,8,3,a,,2024-08-22,False,,,,20,0.247,
326,Perri,Lucas Estella Perri,LEE,13,GKP,1,4.5,2.121,12.73,"[2.041, 2.262, 2.041, 2.492, 2.262, 1.629]",64,0.4713,0.7,43,1440,2.7,0,0,0.0,0,3,3,a,,2025-07-26,False,,,,19,0.232,
483,Ndoye,Dan Ndoye,NFO,18,MID,3,5.5,2.113,12.68,"[2.371, 1.859, 2.19, 1.859, 2.371, 2.027]",47,0.3842,0.5,50,1167,2.1,1,2,0.2,96,2,4,a,,2025-07-31,False,,,,18,0.232,
211,Yeremy,Yéremy Pino Santos,CRY,8,MID,3,5.5,2.109,12.66,"[2.028, 2.009, 2.028, 2.372, 2.028, 2.191]",54,0.3835,0.2,77,2074,2.3,2,2,0.47,167,7,3,a,,2025-08-29,False,,6,1,18,0.253,
54,Gomes,Joao Gomes,AVL,2,MID,3,5.5,2.108,12.65,"[2.067, 2.057, 2.154, 2.151, 2.067, 2.151]",55,0.3832,0.3,85,2207,3.0,1,1,0.1,387,4,4,a,,2026-07-20,True,,,,18,0.245,
536,Reinildo,Reinildo Mandava,SUN,20,DEF,2,4.5,2.091,12.55,"[2.169, 2.394, 1.987, 1.982, 1.622, 2.394]",53,0.4647,0.5,74,1966,3.0,0,2,0.04,164,6,6,a,,2025-07-08,False,,,,18,0.247,
403,Savinho,Sávio Moreira de Oliveira,MCI,15,MID,3,6.5,2.06,12.36,"[2.141, 1.968, 2.332, 1.793, 2.332, 1.793]",33,0.3169,0.1,43,817,1.8,1,2,0.46,59,3,1,a,,2024-07-18,False,,,,18,0.312,
485,Bakwa,Dilane Bakwa,NFO,18,MID,3,5.5,2.048,12.29,"[2.321, 1.781, 2.13, 1.781, 2.321, 1.956]",55,0.3724,0.0,26,549,1.9,0,2,0.26,35,2,1,a,,2025-09-01,False,,6,,18,0.232,
258,Castagne,Timothy Castagne,FUL,10,DEF,2,4.5,2.045,12.27,"[2.008, 2.018, 2.201, 1.845, 2.008, 2.191]",60,0.4545,0.2,61,1838,2.0,0,2,0.14,146,3,3,a,,2023-08-29,False,,,,20,0.247,
545,Sadiki,Noah Sadiki,SUN,20,MID,3,5.0,2.039,12.24,"[2.118, 2.282, 1.962, 1.944, 1.649, 2.282]",71,0.4079,0.4,80,2891,2.4,0,2,0.09,248,9,0,a,,2025-07-04,False,,,,18,0.247,
115,De Cuyper,Maxim De Cuyper,BHA,5,DEF,2,4.5,2.018,12.11,"[2.118, 1.729, 2.328, 2.107, 1.908, 1.918]",38,0.4485,1.4,84,1404,2.8,2,3,0.37,64,5,9,a,,2025-07-05,False,,,3,18,0.271,
205,Sosa,Borna Sosa,CRY,8,DEF,2,4.5,2.008,12.05,"[1.894, 1.891, 1.894, 2.352, 1.894, 2.121]",55,0.4461,0.0,6,99,0.9,0,0,0.1,9,0,0,a,,2025-07-11,False,,,,18,0.253,
207,Mingueza,Oscar Mingueza,CRY,8,DEF,2,4.5,2.008,12.05,"[1.894, 1.891, 1.894, 2.352, 1.894, 2.121]",55,0.4461,0.1,0,0,0.0,0,0,0,0,0,0,a,,2026-07-09,True,,,,18,0.253,
220,Cardines,Rio Cardines,CRY,8,DEF,2,4.5,2.008,12.05,"[1.894, 1.891, 1.894, 2.352, 1.894, 2.121]",55,0.4461,0.0,2,90,2.0,0,0,0.18,7,0,0,a,,2025-07-24,False,,,,18,0.253,
210,Wharton,Adam Wharton,CRY,8,MID,3,5.5,1.991,11.95,"[1.927, 1.911, 1.927, 2.201, 1.927, 2.056]",45,0.3621,0.2,112,2552,3.3,1,6,0.31,303,8,8,d,Ankle injury - 75% chance of playing,2024-02-01,False,,5,,18,0.253,
127,Gomez,Diego Gómez Amarilla,BHA,5,MID,3,5.0,1.967,11.8,"[2.034, 1.762, 2.184, 2.039, 1.884, 1.9]",42,0.3934,1.8,97,2117,3.0,5,1,0.34,238,8,9,a,,2025-01-01,False,,,4,18,0.271,
450,Livramento,Tino Livramento,NEW,17,DEF,2,5.0,1.966,11.8,"[1.822, 1.825, 2.042, 1.825, 2.263, 2.02]",43,0.3932,0.1,59,1326,3.5,0,1,0.07,68,6,3,d,Calf injury - 75% chance of playing,2023-08-08,False,,,,17,0.259,
239,Garner,James Garner,EVE,9,MID,3,6.0,1.966,11.79,"[2.004, 1.887, 1.873, 1.887, 2.134, 2.008]",40,0.3276,0.7,159,3413,4.2,2,7,0.22,458,11,13,i,Groin injury - Expected back 22 Aug,2022-09-01,False,3,4,1,17,0.224,
242,George,Tyrique George,EVE,9,MID,3,5.5,1.964,11.78,"[2.019, 1.854, 1.838, 1.854, 2.199, 2.02]",49,0.3571,0.1,16,351,1.1,0,0,0.47,23,1,0,a,,2026-07-06,True,,,,17,0.224,
245,Dibling,Tyler Dibling,EVE,9,MID,3,5.5,1.964,11.78,"[2.019, 1.854, 1.838, 1.854, 2.199, 2.02]",49,0.3571,0.1,18,349,1.3,0,0,0.09,40,2,0,a,,2025-08-25,False,,,,17,0.224,
247,Hackney,Hayden Hackney,EVE,9,MID,3,5.5,1.964,11.78,"[2.019, 1.854, 1.838, 1.854, 2.199, 2.02]",49,0.3571,0.3,0,0,0.0,0,0,0,0,0,0,a,,2026-07-02,True,,,,17,0.224,
173,Thomas,Bobby Thomas,COV,7,DEF,2,4.0,1.96,11.76,"[1.662, 2.319, 1.662, 2.319, 1.868, 2.319]",75,0.49,8.9,0,0,0.0,0,0,0,0,0,0,a,,2023-07-22,False,,,,19,0.174,
174,Kitching,Liam Kitching,COV,7,DEF,2,4.0,1.96,11.76,"[1.662, 2.319, 1.662, 2.319, 1.868, 2.319]",75,0.49,0.4,0,0,0.0,0,0,0,0,0,0,a,,2023-09-01,False,,,,19,0.174,
176,Dasilva,Jay Dasilva,COV,7,DEF,2,4.0,1.96,11.76,"[1.662, 2.319, 1.662, 2.319, 1.868, 2.319]",75,0.49,0.5,0,0,0.0,0,0,0,0,0,0,a,,2023-07-01,False,,,,19,0.174,
177,Kesler-Hayden,Kaine Kesler-Hayden,COV,7,DEF,2,4.0,1.96,11.76,"[1.662, 2.319, 1.662, 2.319, 1.868, 2.319]",75,0.49,0.1,0,0,0.0,0,0,0,0,0,0,a,,2025-07-01,False,,,,19,0.174,
178,Bidwell,Jake Bidwell,COV,7,DEF,2,4.0,1.96,11.76,"[1.662, 2.319, 1.662, 2.319, 1.868, 2.319]",75,0.49,0.1,0,0,0.0,0,0,0,0,0,0,a,,2022-01-17,False,,,,19,0.174,
179,Latibeaudiere,Joel Latibeaudiere,COV,7,DEF,2,4.0,1.96,11.76,"[1.662, 2.319, 1.662, 2.319, 1.868, 2.319]",75,0.49,0.1,0,0,0.0,0,0,0,0,0,0,a,,2023-07-18,False,,,,19,0.174,
180,Woolfenden,Luke Woolfenden,COV,7,DEF,2,4.0,1.96,11.76,"[1.662, 2.319, 1.662, 2.319, 1.868, 2.319]",75,0.49,0.3,0,0,0.0,0,0,0,0,0,0,a,,2025-09-01,False,,,,19,0.174,
181,Brau,Miguel Brau,COV,7,DEF,2,4.0,1.96,11.76,"[1.662, 2.319, 1.662, 2.319, 1.868, 2.319]",75,0.49,0.1,0,0,0.0,0,0,0,0,0,0,a,,2025-07-01,False,,,,19,0.174,
182,Amenda,Aurèle Amenda,COV,7,DEF,2,4.0,1.96,11.76,"[1.662, 2.319, 1.662, 2.319, 1.868, 2.319]",75,0.49,0.5,0,0,0.0,0,0,0,0,0,0,a,,2026-07-16,True,,,,19,0.174,
157,Estêvão,Estêvão Almeida de Oliveira Gonçalves,CHE,6,MID,3,6.5,1.953,11.72,"[1.866, 2.21, 1.536, 2.21, 1.866, 2.03]",34,0.3005,1.8,58,839,2.6,2,5,0.54,56,4,4,a,,2025-07-14,False,3,8,,18,0.254,Scored v Spurs; first goal of pre-season
126,O'Riley,Matt O'Riley,BHA,5,MID,3,5.5,1.952,11.71,"[2.035, 1.701, 2.218, 2.036, 1.852, 1.868]",49,0.3548,0.1,16,202,2.7,1,0,0.62,10,1,2,a,,2024-08-26,False,2,,,18,0.271,
241,McNeil,Dwight McNeil,EVE,9,MID,3,5.5,1.951,11.71,"[1.998, 1.856, 1.838, 1.856, 2.158, 2.003]",41,0.3548,0.1,53,1161,2.4,0,3,0.26,111,6,1,a,,2022-07-28,False,,6,2,17,0.224,
419,Martinez,Lisandro Martínez,MUN,16,DEF,2,5.0,1.952,11.71,"[1.999, 2.218, 1.824, 1.823, 1.824, 2.021]",43,0.3903,0.6,51,1229,2.8,0,0,0.05,105,5,3,d,Thigh injury - 75% chance of playing,2022-07-17,False,,,,17,0.283,
277,Egan,John Egan,HUL,11,DEF,2,4.0,1.942,11.65,"[1.865, 2.069, 2.092, 1.667, 1.868, 2.092]",75,0.4856,0.9,0,0,0.0,0,0,0,0,0,0,a,,2025-02-03,False,,,,19,0.174,
279,Ajayi,Semi Ajayi,HUL,11,DEF,2,4.0,1.942,11.65,"[1.865, 2.069, 2.092, 1.667, 1.868, 2.092]",75,0.4856,0.6,0,0,0.0,0,0,0,0,0,0,a,,2025-07-01,False,,,,19,0.174,
280,Coyle,Lewie Coyle,HUL,11,DEF,2,4.0,1.942,11.65,"[1.865, 2.069, 2.092, 1.667, 1.868, 2.092]",75,0.4856,0.4,0,0,0.0,0,0,0,0,0,0,a,,2020-08-07,False,,,,19,0.174,
281,Drameh,Cody Drameh,HUL,11,DEF,2,4.0,1.942,11.65,"[1.865, 2.069, 2.092, 1.667, 1.868, 2.092]",75,0.4856,0.1,0,0,0.0,0,0,0,0,0,0,a,,2024-07-23,False,,,,19,0.174,
282,Giles,Ryan Giles,HUL,11,DEF,2,4.0,1.942,11.65,"[1.865, 2.069, 2.092, 1.667, 1.868, 2.092]",75,0.4856,0.6,0,0,0.0,0,0,0,0,0,0,a,,2024-06-27,False,,4,1,19,0.174,
284,McCarthy,Cathal McCarthy,HUL,11,DEF,2,4.0,1.942,11.65,"[1.865, 2.069, 2.092, 1.667, 1.868, 2.092]",75,0.4856,0.1,0,0,0.0,0,0,0,0,0,0,a,,,False,,,,19,0.174,
285,McNair,Paddy McNair,HUL,11,DEF,2,4.0,1.942,11.65,"[1.865, 2.069, 2.092, 1.667, 1.868, 2.092]",75,0.4856,0.1,0,0,0.0,0,0,0,0,0,0,a,,2026-01-28,False,,,,19,0.174,
556,Targett,Matt Targett,HUL,11,DEF,2,4.0,1.942,11.65,"[1.865, 2.069, 2.092, 1.667, 1.868, 2.092]",75,0.4856,2.6,0,0,0.0,0,0,0,0,0,0,a,,2026-07-23,True,,,,19,0.174,
62,Diakité,Bafodé Diakité,BOU,3,DEF,2,5.0,1.929,11.58,"[1.609, 2.143, 1.951, 2.143, 1.949, 1.78]",51,0.3859,0.2,46,1275,2.6,0,0,0.01,117,4,2,a,,2025-08-13,False,,,,22,0.227,
482,Hudson-Odoi,Callum Hudson-Odoi,NFO,18,MID,3,6.0,1.928,11.57,"[2.173, 1.689, 2.001, 1.689, 2.173, 1.847]",40,0.3214,0.0,88,1838,2.9,3,4,0.29,106,6,8,d,Thigh injury - 75% chance of playing,2023-09-01,False,,,4,18,0.232,
90,Hickey,Aaron Hickey,BRE,4,DEF,2,4.5,1.921,11.53,"[2.063, 1.845, 2.285, 1.845, 1.841, 1.648]",53,0.427,0.1,37,679,1.8,0,0,0.08,51,2,0,a,,2022-07-09,False,,,,19,0.232,
5,J.Timber,Jurriën Timber,ARS,1,DEF,2,6.5,1.907,11.44,"[2.214, 1.615, 1.796, 1.801, 1.801, 2.214]",30,0.2933,0.5,149,2452,5.0,3,6,0.23,148,13,9,i,Groin injury - Expected back 21 Aug,2023-07-14,False,,,,18,0.491,
512,Kudus,Mohammed Kudus,TOT,19,MID,3,6.5,1.9,11.4,"[1.825, 2.133, 1.825, 1.971, 1.971, 1.675]",38,0.2923,0.2,75,1535,3.9,2,6,0.25,133,7,7,d,Thigh injury - 75% chance of playing,2025-07-10,False,2,7,3,18,0.239,
222,Strand Larsen,Jørgen Strand Larsen,CRY,8,FWD,4,6.0,1.898,11.39,"[1.822, 1.804, 1.822, 2.144, 1.822, 1.974]",56,0.3163,0.6,75,2301,2.1,4,1,0.25,95,5,3,a,,2026-02-02,False,,,,18,0.253,
455,Tonali,Sandro Tonali,TOT,19,MID,3,5.5,1.868,11.21,"[1.802, 2.072, 1.802, 1.929, 1.929, 1.67]",57,0.3395,4.0,81,2534,2.3,0,2,0.16,257,7,2,a,,2026-07-06,True,,10,4,18,0.239,Scored v Chelsea
271,Muniz,Rodrigo Muniz Carvalho,FUL,10,FWD,4,5.5,1.865,11.19,"[1.827, 1.846, 1.999, 1.687, 1.827, 2.004]",42,0.3391,0.7,36,987,1.7,1,1,0.31,52,3,3,a,,2021-08-20,False,,,,20,0.247,Converted a penalty v Farense - Fulham's pen situation is open
149,Colwill,Levi Samuels Colwill,CHE,6,DEF,2,5.0,1.853,11.12,"[1.744, 2.154, 1.377, 2.154, 1.744, 1.947]",40,0.3706,1.8,8,225,2.7,0,0,0.05,25,0,0,a,,2022-07-01,False,,,,18,0.254,
206,Chadi Riad,Chadi Riad Dnanou,CRY,8,DEF,2,4.5,1.844,11.06,"[1.74, 1.736, 1.74, 2.16, 1.74, 1.948]",51,0.4097,0.1,20,550,2.2,0,1,0.07,45,1,0,a,,,False,,,,18,0.253,
